"","x"
"Number of MRMR features","21"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.76665115973722"
"Ridge","0.778877540718805"
"Elastic net","0.764801759122159"
"Random forest","0.907065217391304"
"KDPI","0.532014295217687"
