"","x"
"Number of MRMR features","18"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","264.812274841635"
"Ridge","272.214521969235"
"Elastic net","272.68018920395"
"Random forest","163.663812200625"
"KDPI","331.850826829622"
