"","x"
"Number of MRMR features","85"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","309.092209578141"
"Ridge","316.70298631539"
"Elastic net","310.800502840921"
"Random forest","166.891507810584"
"KDPI","333.463150484193"
