"","x"
"Number of MRMR features","42"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","312.50177567099"
"Ridge","301.882911437175"
"Elastic net","294.857255640893"
"Random forest","162.662996268216"
"KDPI","333.821552648441"
